ip,session_id,timestamp,url
1.22.35.226,0.0,2015-05-19 11:05:07+00:00,/style2.css
1.22.35.226,0.0,2015-05-19 11:05:27+00:00,/images/jordan-80.png
1.22.35.226,0.0,2015-05-19 11:05:36+00:00,/favicon.ico
1.22.35.226,0.0,2015-05-19 11:05:43+00:00,/images/web/2009/banner.png
1.22.35.226,0.0,2015-05-19 11:05:46+00:00,/projects/xdotool/
1.22.35.226,0.0,2015-05-19 11:05:49+00:00,/reset.css
100.2.4.116,0.0,2015-05-18 21:05:22+00:00,/blog/geekery/mounting-partitions-within-a-disk-image-in-linux.html
100.2.4.116,0.0,2015-05-18 21:05:53+00:00,/misc/sample.log
100.2.4.116,1.0,2015-05-18 23:05:16+00:00,/presentations/logstash-metrics-sf-2012.10/
100.2.4.116,1.0,2015-05-18 23:05:23+00:00,/presentations/logstash-metrics-sf-2012.10/
100.2.4.116,2.0,2015-05-19 04:05:22+00:00,/blog/geekery/mounting-partitions-within-a-disk-image-in-linux.html
100.2.4.116,2.0,2015-05-19 04:05:31+00:00,/misc/sample.log
101.119.18.35,0.0,2015-05-19 16:05:00+00:00,/presentations/logstash-puppetconf-2012/css/main.css
101.119.18.35,0.0,2015-05-19 16:05:01+00:00,/presentations/logstash-puppetconf-2012/images/nagios-sms6.png
101.119.18.35,0.0,2015-05-19 16:05:01+00:00,/favicon.ico
101.119.18.35,0.0,2015-05-19 16:05:02+00:00,/presentations/logstash-puppetconf-2012/images/nagios-sms4.png
101.119.18.35,0.0,2015-05-19 16:05:04+00:00,/presentations/logstash-puppetconf-2012/
101.119.18.35,0.0,2015-05-19 16:05:04+00:00,/presentations/logstash-puppetconf-2012/images/sysadvent.png
101.119.18.35,0.0,2015-05-19 16:05:08+00:00,/presentations/logstash-puppetconf-2012/lib/css/zenburn.css
101.119.18.35,0.0,2015-05-19 16:05:08+00:00,/presentations/logstash-puppetconf-2012/images/nagios-sms5.png
101.119.18.35,0.0,2015-05-19 16:05:09+00:00,/presentations/logstash-puppetconf-2012/images/xkcd-perl.png
101.119.18.35,0.0,2015-05-19 16:05:11+00:00,/presentations/logstash-puppetconf-2012/images/kibana-chef-hits-6min-each.png
101.119.18.35,0.0,2015-05-19 16:05:12+00:00,/presentations/logstash-puppetconf-2012/images/nagios-sms1.png
101.119.18.35,0.0,2015-05-19 16:05:12+00:00,/presentations/logstash-puppetconf-2012/images/office-space-printer-beat-down-gif.gif
101.119.18.35,0.0,2015-05-19 16:05:14+00:00,/presentations/logstash-puppetconf-2012/images/psychoaxe.jpg
101.119.18.35,0.0,2015-05-19 16:05:15+00:00,/presentations/logstash-puppetconf-2012/images/logstash.png
101.119.18.35,0.0,2015-05-19 16:05:16+00:00,/presentations/logstash-puppetconf-2012/images/frontend-response-codes.png
101.119.18.35,0.0,2015-05-19 16:05:16+00:00,/presentations/logstash-puppetconf-2012/images/lifecycle.png
101.119.18.35,0.0,2015-05-19 16:05:18+00:00,/presentations/logstash-puppetconf-2012/css/preso.css
101.119.18.35,0.0,2015-05-19 16:05:22+00:00,/presentations/logstash-puppetconf-2012/images/apache-negative-duration.png
101.119.18.35,0.0,2015-05-19 16:05:23+00:00,/presentations/logstash-puppetconf-2012/css/reset.css
101.119.18.35,0.0,2015-05-19 16:05:25+00:00,/presentations/logstash-puppetconf-2012/lib/font/league_gothic-webfont.ttf
101.119.18.35,0.0,2015-05-19 16:05:29+00:00,/presentations/logstash-puppetconf-2012/images/trollface.png
101.119.18.35,0.0,2015-05-19 16:05:36+00:00,/presentations/logstash-puppetconf-2012/images/xkcd-perlswing-many.png
101.119.18.35,0.0,2015-05-19 16:05:37+00:00,/presentations/logstash-puppetconf-2012/images/pc-load-letter.jpg
101.119.18.35,0.0,2015-05-19 16:05:40+00:00,/presentations/logstash-puppetconf-2012/images/kibana-chef-agent.png
101.119.18.35,0.0,2015-05-19 16:05:42+00:00,/presentations/logstash-puppetconf-2012/js/reveal.js
101.119.18.35,0.0,2015-05-19 16:05:44+00:00,/presentations/logstash-puppetconf-2012/images/kibana-logstash-downloads.png
101.119.18.35,0.0,2015-05-19 16:05:44+00:00,/presentations/logstash-puppetconf-2012/css/print.css
101.119.18.35,0.0,2015-05-19 16:05:48+00:00,/presentations/logstash-puppetconf-2012/images/computer-keyboard-jacket.jpg
101.119.18.35,0.0,2015-05-19 16:05:50+00:00,/presentations/logstash-puppetconf-2012/images/nagios-sms3.png
101.119.18.35,0.0,2015-05-19 16:05:50+00:00,/presentations/logstash-puppetconf-2012/images/stats-negative-min.png
101.119.18.35,0.0,2015-05-19 16:05:55+00:00,/presentations/logstash-puppetconf-2012/lib/js/head.min.js
101.119.18.35,0.0,2015-05-19 16:05:56+00:00,/presentations/logstash-puppetconf-2012/images/nagios-sms2.png
101.119.18.35,0.0,2015-05-19 16:05:56+00:00,/presentations/logstash-puppetconf-2012/images/logs.jpg
101.199.108.50,0.0,2015-05-19 14:05:42+00:00,/reset.css
101.199.108.50,0.0,2015-05-19 14:05:48+00:00,/style2.css
101.199.108.50,0.0,2015-05-19 14:05:57+00:00,/
101.226.33.222,0.0,2015-05-20 05:05:13+00:00,/articles/dynamic-dns-with-dhcp
101.226.33.222,0.0,2015-05-20 05:05:17+00:00,/articles/dynamic-dns-with-dhcp/
103.245.44.13,0.0,2015-05-19 19:05:42+00:00,/robots.txt
103.245.44.13,0.0,2015-05-19 19:05:46+00:00,/blog/geekery/barcamp-block-review.html
103.245.44.13,1.0,2015-05-20 19:05:52+00:00,/
103.245.44.13,1.0,2015-05-20 19:05:55+00:00,/robots.txt
103.247.192.5,0.0,2015-05-18 19:05:42+00:00,/presentations/logstash-scale11x/images/ahhh___rage_face_by_samusmmx-d5g5zap.png
103.25.13.22,0.0,2015-05-19 14:05:38+00:00,/images/googledotcom.png
103.9.43.132,0.0,2015-05-19 05:05:00+00:00,/presentations/logstash-scale11x/images/ahhh___rage_face_by_samusmmx-d5g5zap.png
105.224.234.235,0.0,2015-05-19 20:05:40+00:00,/favicon.ico
105.235.130.196,0.0,2015-05-17 11:05:01+00:00,/images/googledotcom.png
105.235.130.196,0.0,2015-05-17 11:05:20+00:00,/reset.css
105.235.130.196,0.0,2015-05-17 11:05:22+00:00,/images/web/2009/banner.png
105.235.130.196,0.0,2015-05-17 11:05:37+00:00,/images/jordan-80.png
105.235.130.196,0.0,2015-05-17 11:05:45+00:00,/blog/tags/X11
105.235.130.196,0.0,2015-05-17 11:05:47+00:00,/style2.css
105.235.218.242,0.0,2015-05-18 02:05:07+00:00,/images/web/2009/banner.png
105.235.218.242,0.0,2015-05-18 02:05:13+00:00,/reset.css
105.235.218.242,0.0,2015-05-18 02:05:21+00:00,/projects/xdotool/
105.235.218.242,0.0,2015-05-18 02:05:32+00:00,/style2.css
105.235.218.242,0.0,2015-05-18 02:05:43+00:00,/images/jordan-80.png
105.235.218.242,0.0,2015-05-18 02:05:56+00:00,/favicon.ico
106.187.34.32,0.0,2015-05-19 00:05:41+00:00,/favicon.ico
106.187.34.32,0.0,2015-05-19 00:05:51+00:00,/projects/xdotool/xdotool.xhtml
106.187.34.32,1.0,2015-05-19 04:05:03+00:00,/projects/xdotool/
106.187.34.32,1.0,2015-05-19 04:05:04+00:00,/style2.css
106.187.34.32,1.0,2015-05-19 04:05:33+00:00,/projects/xdotool
106.187.34.32,1.0,2015-05-19 04:05:33+00:00,/reset.css
106.187.34.32,1.0,2015-05-19 04:05:53+00:00,/images/jordan-80.png
106.187.34.32,1.0,2015-05-19 04:05:56+00:00,/images/web/2009/banner.png
106.187.98.170,0.0,2015-05-18 17:05:10+00:00,/images/ec2_m1large_cost.png
106.36.113.138,0.0,2015-05-19 02:05:48+00:00,/presentations/logstash-scale11x/images/kibana-dashboard.png
106.51.144.106,0.0,2015-05-20 03:05:01+00:00,/favicon.ico
106.51.144.106,0.0,2015-05-20 03:05:36+00:00,/projects/xdotool/xdotool.xhtml
106.51.144.106,0.0,2015-05-20 03:05:58+00:00,/
106.51.144.106,1.0,2015-05-20 04:05:13+00:00,/projects/xdotool/
106.51.144.106,1.0,2015-05-20 04:05:23+00:00,/reset.css
106.51.144.106,1.0,2015-05-20 04:05:30+00:00,/
106.51.144.106,1.0,2015-05-20 04:05:34+00:00,/images/web/2009/banner.png
106.51.144.106,1.0,2015-05-20 04:05:37+00:00,/style2.css
106.51.144.106,1.0,2015-05-20 04:05:56+00:00,/projects/xdotool
106.51.144.106,1.0,2015-05-20 04:05:58+00:00,/images/jordan-80.png
106.51.250.126,0.0,2015-05-18 23:05:04+00:00,/reset.css
106.51.250.126,0.0,2015-05-18 23:05:10+00:00,/favicon.ico
106.51.250.126,0.0,2015-05-18 23:05:12+00:00,/style2.css
106.51.250.126,0.0,2015-05-18 23:05:21+00:00,/projects/xdotool/
106.51.250.126,0.0,2015-05-18 23:05:40+00:00,/images/jordan-80.png
106.51.250.126,0.0,2015-05-18 23:05:47+00:00,/images/web/2009/banner.png
